2026-09-20T09:41:48.728Z VTTY: Console port: waiting connection on tcp port 5005 for protocol IPv4 (FD 11)
2026-09-20T09:41:48.731Z slot0: C/H/S settings = 64/4/32
2026-09-20T09:41:48.731Z slot1: C/H/S settings = 0/4/32
2026-09-20T09:41:48.948Z C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60aa1da0,JIT on)
2026-09-20T09:41:48.948Z CPU0: CPU_STATE: Starting CPU (old state=2)...
2026-09-20T09:41:49.131Z ROM: Microcode has started.
2026-09-20T09:41:49.135Z ROM: trying to read bootvar 'WARM_REBOOT'
2026-09-20T09:41:49.136Z CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
2026-09-20T09:41:49.136Z CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
2026-09-20T09:41:49.184Z CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
2026-09-20T09:41:49.185Z CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
2026-09-20T09:41:49.185Z CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
2026-09-20T09:41:49.185Z ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
2026-09-20T09:41:49.084Z ROM: trying to read bootvar 'RANDOM_NUM'
2026-09-20T09:41:49.101Z CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
2026-09-20T09:41:49.104Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=4,function=0,reg=0xf0
2026-09-20T09:41:49.104Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=4,function=0,reg=0xf0
2026-09-20T09:41:49.104Z CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x6028605c: bus=0,device=0,function=0,reg=0x20
2026-09-20T09:41:49.104Z CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60286060: bus=0,device=0,function=0,reg=0x20
2026-09-20T09:41:49.104Z CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x6028605c: bus=0,device=0,function=0,reg=0xa0
2026-09-20T09:41:49.104Z CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x60286060: bus=0,device=0,function=0,reg=0xa0
2026-09-20T09:41:49.104Z CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6027609c (size=2)
2026-09-20T09:41:51.793Z ROM: unhandled syscall 0x0000003e at pc=0x60a9a89c (a1=0x80007da4,a2=0x00002580,a3=0x64570000)
2026-09-20T09:41:51.793Z ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007dac,a2=0x00000000,a3=0x64570000)
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'BOOT'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'CONFIG_FILE'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'BOOTLDR'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'RSHELF'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'DSHELF'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'DSHELFINFO'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'RESET_COUNTER'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'CHRG_LOCRECSN'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'CHRG_ID'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'SLOTCACHE'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'OVERTEMP'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'DIAG'
2026-09-20T09:41:52.251Z ROM: trying to read bootvar 'WARM_REBOOT'
2026-09-20T09:41:52.332Z CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6081679c (size=2)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x60816398 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x608163dc (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x608163e8, value=0x00000020 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x608163ec (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x608163f4, value=0x00000000 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x60816400 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x6081640c, value=0x00000040 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60816420 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x6081642c, value=0x00000000 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60816438 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x60816448, value=0x00000080 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x608181e8 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x608181f4, value=0x00000080 (size=1)
2026-09-20T09:41:52.333Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x608181f8 (size=1)
2026-09-20T09:41:52.389Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
2026-09-20T09:41:52.442Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
2026-09-20T09:41:52.500Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
2026-09-20T09:41:52.549Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
2026-09-20T09:41:52.617Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x60818220 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x60816534, value=0x00000002 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x6081653c, value=0x00000002 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x60816544, value=0x00000002 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x60816548, value=0x00000002 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x6081654c, value=0x00000002 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x60816550, value=0x00000002 (size=1)
2026-09-20T09:41:52.717Z CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x608173d4 (size=1)
2026-09-20T09:41:52.882Z CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602832e8 (size=2)
2026-09-20T09:41:52.882Z CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x1000, pc=0x602832f0 (size=2)
2026-09-20T09:41:52.882Z CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602832e8 (size=2)
2026-09-20T09:41:52.882Z CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x2000, pc=0x602832f0 (size=2)
2026-09-20T09:41:53.040Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.040Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.084Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.127Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x00
2026-09-20T09:41:53.127Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x00
2026-09-20T09:41:53.127Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.127Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x0c
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x0c
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x18
2026-09-20T09:41:53.127Z PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x18
2026-09-20T09:41:53.127Z PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
2026-09-20T09:41:53.127Z CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x1c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x1c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x20
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x20
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x24
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x24
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x30
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x30
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x64
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x64
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x68
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x68
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0xf0
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0xf0
2026-09-20T09:41:53.128Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=2,function=0,reg=0x00
2026-09-20T09:41:53.128Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=2,function=0,reg=0x00
2026-09-20T09:41:53.128Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=2,function=0,reg=0x40
2026-09-20T09:41:53.128Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=2,function=0,reg=0x40
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x04
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x04
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x0c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x0c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x18
2026-09-20T09:41:53.128Z PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x18
2026-09-20T09:41:53.128Z PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x1c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x1c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x20
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x20
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x24
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x24
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x30
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x30
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x3c
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x40
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x40
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x64
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x64
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x68
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x68
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0x04
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0x04
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=2,function=0,reg=0xf0
2026-09-20T09:41:53.128Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=2,function=0,reg=0xf0
2026-09-20T09:41:53.273Z CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286170: bus=1,device=0,function=0,reg=0x00
2026-09-20T09:41:53.273Z CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286174: bus=1,device=0,function=0,reg=0x00
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605df790 (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1000, pc=0x605df7b0 (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605df7c4 (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1, pc=0x605df7cc (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: read from unknown addr 0x18, pc=0x605df7f8 (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: write to unknown addr 0x18, value=0x0, pc=0x605df800 (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605df818 (size=2)
2026-09-20T09:41:53.273Z CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605df824 (size=2)
2026-09-20T09:41:53.301Z CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605df83c (size=2)
2026-09-20T09:41:53.301Z CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605df848 (size=2)
2026-09-20T09:41:53.301Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x00
2026-09-20T09:41:53.301Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x00
2026-09-20T09:41:53.301Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286170: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.301Z CPU0: PCI: read request for device 'ti2050b' at pc=0x60286174: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x0c
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x0c
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x18
2026-09-20T09:41:53.301Z PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x18
2026-09-20T09:41:53.301Z PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x1c
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x1c
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x20
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x20
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x24
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x24
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x30
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x30
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x3c
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x40
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x64
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x64
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x68
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x68
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0x04
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x6028603c: bus=0,device=1,function=0,reg=0xf0
2026-09-20T09:41:53.301Z CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286048: bus=0,device=1,function=0,reg=0xf0
2026-09-20T09:41:53.389Z CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286170: bus=1,device=0,function=0,reg=0x00
2026-09-20T09:41:53.389Z CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286174: bus=1,device=0,function=0,reg=0x00
2026-09-20T09:41:53.389Z CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x6028603c: bus=1,device=0,function=0,reg=0x10
